"Sample_name","BestTaxon","Class","nReads","domain","phylum","class","order","family","genus","species"
"RL2501_F131_2_MV1","Sebastes","Actinopteri",159773,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F131_2_MV1","Sebastes mystinus","Actinopteri",1602,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mystinus"
"RL2501_F131_2_MV1","Stenella coeruleoalba","Mammalia",117,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F131_2_MV1","Stenobrachius leucopsarus","Actinopteri",2083,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus"
"RL2501_F131_2_MV1","Strongylocentrotus purpuratus","Echinoidea",3276,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F131_2_MV1","Symbolophorus californiensis","Actinopteri",9404,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F131_2_MV1","Syngnathus","Actinopteri",904,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F131_2_MV1","Tarletonbeania crenularis","Actinopteri",575,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis"
"RL2501_F131_2_MV1",NA,NA,24944,NA,NA,NA,NA,NA,NA,NA
"RL2501_F131_3_MV1","Astropecten verrilli","Asteroidea",146,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F131_3_MV1","Callorhinus ursinus","Mammalia",68,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus","Callorhinus ursinus"
"RL2501_F131_3_MV1","Cololabis saira","Actinopteri",525,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F131_3_MV1","Engraulis mordax","Actinopteri",658,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F131_3_MV1","Evadne","Branchiopoda",7,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F131_3_MV1","Homo sapiens","Mammalia",10645,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F131_3_MV1","Icichthys lockingtoni","Actinopteri",408,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F131_3_MV1","Merluccius productus","Actinopteri",306,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F131_3_MV1","Ostreococcus sp. lucimarinus","Mamiellophyceae",105,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'"
"RL2501_F131_3_MV1","Sebastes","Actinopteri",165480,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F131_3_MV1","Sebastes mystinus","Actinopteri",2367,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mystinus"
"RL2501_F131_3_MV1","Stenobrachius leucopsarus","Actinopteri",973,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus"
"RL2501_F131_3_MV1","Strongylocentrotus purpuratus","Echinoidea",2659,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F131_3_MV1","Symbolophorus californiensis","Actinopteri",7777,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F131_3_MV1",NA,NA,20458,NA,NA,NA,NA,NA,NA,NA
"RL2501_F131_4_MV1","Astropecten verrilli","Asteroidea",250,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F131_4_MV1","Callorhinus ursinus","Mammalia",3,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Callorhinus","Callorhinus ursinus"
"RL2501_F131_4_MV1","Ceratoscopelus","Actinopteri",3711,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F131_4_MV1","Cololabis saira","Actinopteri",1018,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F131_4_MV1","Delphinidae","Mammalia",2,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F131_4_MV1","Engraulis mordax","Actinopteri",16,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F131_4_MV1","Homo sapiens","Mammalia",4933,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F131_4_MV1","Mirounga angustirostris","Mammalia",1713,"Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris"
"RL2501_F131_4_MV1","Sebastes","Actinopteri",163975,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F131_4_MV1","Sebastes mystinus","Actinopteri",624,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mystinus"
"RL2501_F131_4_MV1","Strongylocentrotus purpuratus","Echinoidea",1554,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F131_4_MV1","Symbolophorus californiensis","Actinopteri",6183,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F131_4_MV1","Tarletonbeania crenularis","Actinopteri",851,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis"
"RL2501_F131_4_MV1","Trachurus symmetricus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F131_4_MV1",NA,NA,37858,NA,NA,NA,NA,NA,NA,NA
"RL2501_F135_1_MV1","Bathycoccus prasinos","Mamiellophyceae",30,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F135_1_MV1","Bos","Mammalia",176,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos",NA
"RL2501_F135_1_MV1","Bos taurus","Mammalia",75671,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"RL2501_F135_1_MV1","Cololabis saira","Actinopteri",237,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F135_1_MV1","Homo sapiens","Mammalia",16464,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F135_1_MV1","Sebastes","Actinopteri",4714,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F135_1_MV1","Symbolophorus californiensis","Actinopteri",329,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F135_1_MV1","Syngnathus","Actinopteri",14273,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F135_1_MV1",NA,NA,3067,NA,NA,NA,NA,NA,NA,NA
"RL2501_F135_2_MV1","Bathycoccus prasinos","Mamiellophyceae",28,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F135_2_MV1","Bos taurus","Mammalia",66248,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"RL2501_F135_2_MV1","Ceratoscopelus","Actinopteri",16,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F135_2_MV1","Citharichthys sordidus","Actinopteri",609,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F135_2_MV1","Hominidae","Mammalia",306,"Eukaryota","Chordata","Mammalia","Primates","Hominidae",NA,NA
"RL2501_F135_2_MV1","Homo sapiens","Mammalia",10520,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F135_2_MV1","Icichthys lockingtoni","Actinopteri",462,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F135_2_MV1","Sebastes","Actinopteri",2922,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F135_2_MV1","Stenella coeruleoalba","Mammalia",262,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F135_2_MV1","Symbolophorus californiensis","Actinopteri",556,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F135_2_MV1","Syngnathus","Actinopteri",5740,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F135_2_MV1",NA,NA,7908,NA,NA,NA,NA,NA,NA,NA
"RL2501_F135_3_MV1","Astropecten verrilli","Asteroidea",4,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F135_3_MV1","Bathycoccus prasinos","Mamiellophyceae",69,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F135_3_MV1","Bos taurus","Mammalia",65551,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"RL2501_F135_3_MV1","Citharichthys sordidus","Actinopteri",1242,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F135_3_MV1","Gallus","Aves",257,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F135_3_MV1","Homo sapiens","Mammalia",15730,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F135_3_MV1","Sebastes","Actinopteri",5132,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F135_3_MV1","Sebastes paucispinis","Actinopteri",206,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes paucispinis"
"RL2501_F135_3_MV1","Stenella coeruleoalba","Mammalia",8,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F135_3_MV1","Symbolophorus californiensis","Actinopteri",896,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F135_3_MV1","Syngnathus","Actinopteri",5681,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F135_3_MV1","Tetragonurus cuvieri","Actinopteri",325,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F135_3_MV1",NA,NA,11306,NA,NA,NA,NA,NA,NA,NA
"RL2501_F135_4_MV1","Bathycoccus prasinos","Mamiellophyceae",62,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F135_4_MV1","Bos taurus","Mammalia",47485,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"RL2501_F135_4_MV1","Citharichthys sordidus","Actinopteri",290,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F135_4_MV1","Homo sapiens","Mammalia",9905,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F135_4_MV1","Sebastes","Actinopteri",1377,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F135_4_MV1","Strongylocentrotus purpuratus","Echinoidea",4,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F135_4_MV1","Symbolophorus californiensis","Actinopteri",1198,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F135_4_MV1","Syngnathus","Actinopteri",2026,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F135_4_MV1","Tetragonurus cuvieri","Actinopteri",404,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F135_4_MV1",NA,NA,14002,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_1_1_MV1","Astropecten verrilli","Asteroidea",237,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_1_1_MV1","Balaenoptera physalus","Mammalia",535,"Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera physalus"
"RL2501_F138_1_1_MV1","Bathycoccus prasinos","Mamiellophyceae",34,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F138_1_1_MV1","Cololabis saira","Actinopteri",1025,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F138_1_1_MV1","Diaphus theta","Actinopteri",1576,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus theta"
"RL2501_F138_1_1_MV1","Homo sapiens","Mammalia",25588,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_1_1_MV1","Lamna ditropis","Chondrichthyes",166,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna ditropis"
"RL2501_F138_1_1_MV1","Lipolagus ochotensis","Actinopteri",2305,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis"
"RL2501_F138_1_1_MV1","Merluccius angustimanus","Actinopteri",451,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius angustimanus"
"RL2501_F138_1_1_MV1","Merluccius productus","Actinopteri",6019,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_1_1_MV1","Sebastes","Actinopteri",14234,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_1_1_MV1","Sebastes paucispinis","Actinopteri",1212,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes paucispinis"
"RL2501_F138_1_1_MV1","Sebastes pinniger","Actinopteri",56,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"RL2501_F138_1_1_MV1","Strongylocentrotus purpuratus","Echinoidea",376,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F138_1_1_MV1","Symbolophorus californiensis","Actinopteri",9921,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F138_1_1_MV1","Syngnathus","Actinopteri",1157,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F138_1_1_MV1",NA,NA,17809,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_1_2_MV1","Astropecten verrilli","Asteroidea",171,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_1_2_MV1","Homo sapiens","Mammalia",23699,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_1_2_MV1","Lipolagus ochotensis","Actinopteri",839,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis"
"RL2501_F138_1_2_MV1","Merluccius angustimanus","Actinopteri",1944,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius angustimanus"
"RL2501_F138_1_2_MV1","Merluccius productus","Actinopteri",8442,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_1_2_MV1","Sebastes","Actinopteri",13326,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_1_2_MV1","Strongylocentrotus purpuratus","Echinoidea",263,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F138_1_2_MV1","Symbolophorus californiensis","Actinopteri",3825,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F138_1_2_MV1",NA,NA,28575,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_1_3_MV1","Astropecten verrilli","Asteroidea",264,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_1_3_MV1","Ceratoscopelus","Actinopteri",38,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F138_1_3_MV1","Diaphus theta","Actinopteri",783,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus theta"
"RL2501_F138_1_3_MV1","Homo sapiens","Mammalia",14700,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_1_3_MV1","Merluccius","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius",NA
"RL2501_F138_1_3_MV1","Merluccius angustimanus","Actinopteri",4770,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius angustimanus"
"RL2501_F138_1_3_MV1","Merluccius productus","Actinopteri",6109,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_1_3_MV1","Sebastes","Actinopteri",15030,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_1_3_MV1","Sebastes paucispinis","Actinopteri",481,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes paucispinis"
"RL2501_F138_1_3_MV1","Sebastes pinniger","Actinopteri",102,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"RL2501_F138_1_3_MV1","Stenella coeruleoalba","Mammalia",207,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F138_1_3_MV1","Strongylocentrotus purpuratus","Echinoidea",620,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F138_1_3_MV1","Symbolophorus californiensis","Actinopteri",7860,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F138_1_3_MV1","Syngnathus","Actinopteri",1215,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F138_1_3_MV1","Tarletonbeania crenularis","Actinopteri",995,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis"
"RL2501_F138_1_3_MV1",NA,NA,25789,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_1_4_MV1","Astropecten verrilli","Asteroidea",126,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_1_4_MV1","Bathycoccus prasinos","Mamiellophyceae",32,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F138_1_4_MV1","Chloropicon","Chloropicophyceae",5,"Eukaryota","Chlorophyta","Chloropicophyceae","Chloropicales","Chloropicaceae","Chloropicon",NA
"RL2501_F138_1_4_MV1","Citharichthys sordidus","Actinopteri",979,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F138_1_4_MV1","Diaphus theta","Actinopteri",1312,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus theta"
"RL2501_F138_1_4_MV1","Homo sapiens","Mammalia",3125,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_1_4_MV1","Lampanyctus tenuiformis","Actinopteri",679,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus tenuiformis"
"RL2501_F138_1_4_MV1","Merluccius angustimanus","Actinopteri",570,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius angustimanus"
"RL2501_F138_1_4_MV1","Merluccius productus","Actinopteri",802,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_1_4_MV1","Sebastes","Actinopteri",1124,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_1_4_MV1","Strongylocentrotus purpuratus","Echinoidea",81,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F138_1_4_MV1","Symbolophorus californiensis","Actinopteri",1036,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F138_1_4_MV1","Syngnathus","Actinopteri",236,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F138_1_4_MV1",NA,NA,29047,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_2_1_MV1","Astropecten verrilli","Asteroidea",24,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_2_1_MV1","Bathycoccus prasinos","Mamiellophyceae",8,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F138_2_1_MV1","Homo sapiens","Mammalia",24962,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_2_1_MV1","Merluccius productus","Actinopteri",941,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_2_1_MV1","Sebastes","Actinopteri",22436,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_2_1_MV1","Sebastes entomelas","Actinopteri",3834,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes entomelas"
"RL2501_F138_2_1_MV1","Sebastes mystinus","Actinopteri",119,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mystinus"
"RL2501_F138_2_1_MV1","Strongylocentrotus purpuratus","Echinoidea",101,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F138_2_1_MV1",NA,NA,15140,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_2_2_MV1","Astropecten verrilli","Asteroidea",9,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_2_2_MV1","Homo sapiens","Mammalia",9579,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_2_2_MV1","Lipolagus ochotensis","Actinopteri",751,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis"
"RL2501_F138_2_2_MV1","Merluccius productus","Actinopteri",1097,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_2_2_MV1","Sebastes","Actinopteri",11342,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_2_2_MV1","Symbolophorus californiensis","Actinopteri",624,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F138_2_2_MV1","Trachurus","Actinopteri",68,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",NA
"RL2501_F138_2_2_MV1","Trachurus symmetricus","Actinopteri",561,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F138_2_2_MV1",NA,NA,18960,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_2_3_MV1","Astropecten verrilli","Asteroidea",190,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_2_3_MV1","Chiasmodontidae","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Scombriformes","Chiasmodontidae",NA,NA
"RL2501_F138_2_3_MV1","Citharichthys sordidus","Actinopteri",146,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F138_2_3_MV1","Citharichthys stigmaeus","Actinopteri",43,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus"
"RL2501_F138_2_3_MV1","Delphinidae","Mammalia",21,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F138_2_3_MV1","Engraulis mordax","Actinopteri",4917,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F138_2_3_MV1","Homo sapiens","Mammalia",3662,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_2_3_MV1","Icichthys lockingtoni","Actinopteri",37,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F138_2_3_MV1","Leuroglossus","Actinopteri",130,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F138_2_3_MV1","Luidia foliolata","Asteroidea",4,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","Luidia foliolata"
